Unnamed: 0,Crisis,Year,Type of Crisis,Full Date
1791,"In 2007, the UK's Chancellor of the Exchequer Gordon Brown, delivered his final Mansion House speech as Chancellor before he moved into Number 10. Addressing financiers: ""A new world order has been created"", Everyone needed to follow the city's ""great example"", ""an era that history will record as the beginning of a new Golden Age"".[156]",2007,Economics,
1792,"Many fast-growing economies throughout the world, especially in Asia, also were a major factor in the rapidly increasing demand for fossil fuels, which—along with fewer new petroleum finds, greater extraction costs, and political turmoil—forced two other trends: a soar in the price of petroleum products and a push by governments and businesses to promote the development of environmentally friendly technology (known informally as ""green"" technology). However, a side-effect of the push by some industrial nations to ""go green"" and utilize biofuels was a decrease in the supply of food and a subsequent increase in the price of the same. It partially caused the 2007 food price crisis, which seriously affected the world's poorer nations with an even more severe shortage of food.[",2007,Economics,
1793,"2007 – RNA, long upstaged by its more glamorous sibling, DNA, is turning out to have star qualities of its own. Science hails these electrifying discoveries, which are prompting biologists to overhaul their vision of the cell and its evolution.",2007,Science  ,
1794,"A huge jump in broadband internet usage globally – for example, from 6% of U.S. internet users in June 2000[179] to what one mid-decade study predicted would be 62% by 2010.[180] By February 2007, over 80% of U.S. Internet users were connected via broadband and broadband internet has been almost a required standard for quality internet browsing.[181]",2007,Technology,
1795,"In 2007, the fast food chain McDonald's announced the introduction of free high speed wireless internet access at most of its 1,200 restaurants by the end of the year in a move which will make it the UK's biggest provider of such a service.[",2007,Technology,
1796,"High Speed 1, the first true high-speed line in the United Kingdom, opened in stages between 2003 and 2007, cutting travel times between Paris, Brussels and London considerably.[199]",2007,Infrastructure,
1797,"Taiwan High Speed Rail opened in 2007, connecting cities down the island's west coast.[200]",2007,Infrastructure,
1798,"Digital cameras become widely popular due to rapid decreases in size and cost while photo resolution steadily increases. As a result, the digital cameras largely supplanted the analog cameras and the integration into mobile phones increase greatly. Since 2007, digital cameras started being manufactured with the face recognition feature built in.[202]",2007,Technology,
1799,"Population continued to grow in most countries, in particular in developing countries, though overall the rate slowed. According to United Nations estimates, world population reached six billion in late 1999,[217] and continued to climb to 6.8 billion in late 2009.[218] In 2007 the population of the United States reached 300 million inhabitants, and Japan's population peaked at 127 million before going into decline.[219]",2007,Infrastructure,
1800,"In January 2007, the British Retail Consortium announced that major UK retailers, including Asda, Boots, Co-op, Iceland, Marks and Spencer, Sainsbury's, Tesco and Waitrose intended to cease adding trans fatty acids to their own products by the end of 2007.[241]",2007,England,
1801,"AIDS continued to expand during the decade, mainly in Sub-Saharan Africa. New diseases of animal origin appeared for a short time, such as the bird flu in 2007.[244] Swine flu was declared a pandemic by the World Health Organization in 2009.[245]",2007,Africa,
1802,"Climate change became a major issue for governments, populations and scientists. Debates on global warming and its causes made significant progress, as climate change denials were refuted by most scientific studies. Decisive reports such as the Stern Review and the 2007 IPCC Report almost established a climate change consensus.[250] NGOs' actions and the commitment of political personalities (such as former U.S. Vice President Al Gore) also urged to international reactions against climate change. Documentary films An Inconvenient Truth and Home may have had a decisive impact.[251]",2007,Infrastructure,
1803,"Wembley Stadium is a football stadium located in Wembley Park, in the Borough of Brent, London, England. It opened in 2007 and was built on the site of the previous 1923 Wembley Stadium. The earlier Wembley stadium, originally called the Empire Stadium, was often referred to as ""The Twin Towers"" and was one of the world's most famous football stadia until its demolition in 2003.",2007,Cultural,
1804,"In June 2007, the English artist, entrepreneur and art collector Damien Hirst gained the European record for the most expensive work of art by a living artist, when his Lullaby Spring, (a 3-metre-wide steel cabinet with 6,136 pills) sold for 19.2 million dollars.",2007,Cultural,
1805,"August 1, 2007 – News Corp. and Dow Jones entered into a definitive merger agreement. The US$5 billion sale added the largest newspaper in the United States, by circulation The Wall Street Journal to Rupert Murdoch's news empire.",2007,Journailism,
1806,"The Super Tuesday tornado outbreak kills over 60 people and produces $1 billion in damage across Arkansas, Kentucky, Tennessee, and Alabama.",2008,Natural Disaster,
1807,"A student kills five, injures 21, and then kills himself in the Northern Illinois University shooting. After this incident, calls are made for more focus on mental health services and interest grows substantially in the group Students for Concealed Carry on Campus.",2008,Gun Violence,
1808,"Hurricane Ike kills 100 people along the Texas coast, produces $31 billion in damage, and contributes to rising oil prices.",2008,Natural Disaster,
1809,U.S. oil prices hit a record $147 per barrel in the wake of—among other factors—international tensions and the falling U.S. dollar vs. the Euro.,2008,Economics,
1810,"A global financial crisis begins as the stock market crashes. In response, U.S. President George W. Bush signs the revised Emergency Economic Stabilization Act into law to create a 700 billion dollar Treasury fund to purchase failing bank assets.",2008,Economics,
1811,"U.S. presidential election, 2008: Barack Obama is elected president, and Joe Biden elected vice president.",2008,Politics,
1812,2008 Mumbai attacks (175 killed),2008,Terroist Attacks,
1813,"Gaza War (2008–2009) – the frequent Hamas Qassam rocket and mortar fire launched from within civilian population centers in Gaza towards the Israeli southern civilian communities led to an Israeli military operation in Gaza, which had the stated aim of reducing the Hamas rocket attacks and stopping the arms smuggling into the Gaza Strip. Throughout the conflict, Hamas further intensified its rocket and mortar attacks against Israel, hitting civilian targets and reaching major Israeli cities Beersheba and Ashdod, for the first time. The intense urban warfare in densely populated Gaza combined with the use of massive firepower by the Israeli side[46] and the intensified Hamas rocket attacks towards populated Israeli civilian targets led to a high toll on the Palestinian side and among civilians.[47]",2008,Middle East,
1814,Russo-Georgian War (2008) – Russia invaded Georgia in response to Georgian aggression towards civilians and attack on South Ossetia. Both Russia and Georgia were condemned internationally for their actions.,2008,Cold War,
1815,"On August 26, 2008, Russia formally recognises the disputed Georgian regions of Abkhazia and South Ossetia as independent states.[86] The vast majority of United Nations member states maintain that the areas belong to Georgia.",2008,Cold War,
1816,"On May 12, 2008, over 69,000 are killed in central south-west China by the Wenchuan quake, an earthquake measuring 7.9 on the moment magnitude scale. The epicenter was 90 kilometers (56 mi) west-northwest of the provincial capital Chengdu, Sichuan province.",2008,Natural Disaster,
1817,"May 3, 2008 – Cyclone Nargis had an extreme impact in Myanmar, causing nearly 140,000 deaths and $10 billion in damages.",2008,Natural Disaster,
1818,"June 21, 2008 – Typhoon Fengshen passed over Visayas, Philippines, sinking the ship MV Princess of the Stars, and killing more than 800 passengers.",2008,Natural Disaster,
1819,"The combined wealth of the ""10 million dollar millionaires"" grew to nearly $41 trillion in 2008.",2008,Economics,
1820,"Events in the confidence crisis included recalls on consumer goods such as pet food, toys, toothpaste, lipstick, and a ban on certain types of seafood. Also included are reports on the poor crash safety of Chinese automobiles, slated to enter the American and European markets in 2008. This created adverse consequences for the confidence in the safety and quality of mainland Chinese manufactured goods in the global economy.",2008,Economics,
1821,"As the Federal Reserve maintained low interest rates to favor economic growth, a housing bubble began to appear in the United States. In 2007, the rise in interest rates and the collapse of the housing market caused a wave of loan payment failures in the U.S. The subsequent mortgage crisis caused a global financial crisis, because the subprime mortgages had been securitized and sold to international banks and investment funds. Despite the extensive intervention of central banks, including partial and total nationalization of major European banks,[152][153] the crisis of sovereign debt became particularly acute, first in Iceland, though as events of the early 2010s would show, it was not an isolated European example. Economic activity was severely affected around the world in 2008 and 2009,[154] with disastrous consequences for carmakers.[155]",2008,Economics,
1822,"For a time, geopolitical events and natural disasters indirectly related to the global oil market had strong short-term effects on oil prices. These events and disasters included North Korean missile tests, the 2006 conflict between Israel and Lebanon, worries over Iranian nuclear plants in 2006 and Hurricane Katrina. By 2008, such pressures appeared to have an insignificant impact on oil prices given the onset of the global recession. The recession caused demand for energy to shrink in late 2008 and early 2009 and the price plunged as well. However, it surged back in May 2009, bringing it back to November 2008 levels.[163]",2008,Economics,
1823,"2008 – By inserting genes that turn back a cell's developmental clock, researchers are gaining insights into disease and the biology of how a cell decides its fate.",2008,Science  ,
1824,2008 – Launch of the 1000 Genomes Project an international research effort to establish by far the most detailed catalogue of human genetic variation.,2008,Science  ,
1825,"2008 – CERN's Large Hadron Collider, the world's largest and highest-energy particle accelerator ever made, was completed in 2008.[",2008,Science  ,
1826,"Antidepressant drugs were prescribed to 13 million in 1996 and to 27 million people by 2005. In 2008, more than 164 million prescriptions were written.[231]",2008,Health,
1827,"In October 2008 AFP reported on the further expansion of killings of albinos to the Ruyigi region of Burundi. Body parts of the victims are then smuggled to Tanzania, where they are used for witch doctor rituals and potions.[242] Albinos have become ""a commercial good"", commented Nicodeme Gahimbare in Ruyigi, who established a local safe haven in his fortified house.[242]",2008,Africa,
1828,"In September 2008, Damien Hirst took an unprecedented move for a living artist by selling a complete show, Beautiful Inside My Head Forever, at Sotheby's by auction and by-passing his long-standing galleries. The auction exceeded all predictions, raising £111 million ($198 million), breaking the record for a one-artist auction.",2008,Cultural,
1829,"August 30, 2008 – three years before the 2011 England riots, The Socialist Worker wrote: ""Those who have responded to the tragedy of knife crime by calling for police crackdowns ought to take note. The criminalisation of a generation of black youth will undoubtedly lead to explosions of anger in the future, just as it did a generation ago with the riots that swept Britain's inner cities.""[395]",2008,Journailism,
1830,"In December 2008, Time magazine named Barack Obama as its Person of the Year for his historic candidacy and election, which it described as ""the steady march of seemingly impossible accomplishments"".",2008,Journailism,
1831,"In a 2008 edition of his (American) radio show, John Gibson commented on Australian actor Heath Ledger's death the day before. He opened the segment with funeral music and played a clip of Jake Gyllenhaal's famous line ""I wish I knew how to quit you"" from Ledger's film Brokeback Mountain; he then said ""Well, I guess he found out how to quit you."" Among other remarks, Gibson called Ledger a ""weirdo"" with ""a serious drug problem"".[406] The next day, he addressed outcry over his remarks by saying that they were in the context of jokes he had been making for months about Brokeback Mountain, and that ""There's no point in passing up a good joke.""[407] Gibson later apologized on his television and radio shows.",2008,Cultural,
1832,"One of the most prominent events of the 2008 Summer Olympics held in Beijing was the achievement of Michael Phelps the American swimmer, frequently cited as the greatest swimmer and one of the greatest Olympians of all time.[447][448][449] He has won 14 career Olympic gold medals, the most by any Olympian. As of August 2, 2009, Phelps has broken thirty-seven world records in swimming. Phelps holds the record for the most gold medals won in a single Olympics, his eight at the 2008 Beijing Games surpassed American swimmer Mark Spitz's seven-gold performance at Munich in 1972.",2008,Sports,
1833,"The first of a series of Tea Party protests are conducted across the United States, focusing on smaller government, fiscal responsibility, individual freedoms and conservative views of the Constitution.",2009,Politics,
1834,"President Obama obtains Congressional approval for the $787 billion stimulus package, the largest since President Dwight D. Eisenhower.[6]",2009,Economics,
1835,"Pop icon Michael Jackson dies, creating the largest public mourning for an entertainer since the death of Elvis Presley.",2009,Cultural,
1836,Nidal Hasan kills 12 servicemen and injures 31 in the 2009 Fort Hood shooting,2009,Gun Violence,
1837,"Obama becomes the 44th president, Biden becomes the 47th vice president. Obama is the first African-American to hold the office.",2009,Politics,
1838,2009 Boko Haram uprising (1000+ killed),2009,Terroist Attacks,
1839,"2009 Boko Haram uprising – an armed conflict between Boko Haram, a militant Islamist group, and Nigerian security forces.",2009,Terroist Attacks,
1840,"The Sri Lankan Civil War (1983–2009) came to an end after the government defeated the Liberation Tigers of Tamil Eelam. Over 80,000 people were killed during the course of the conflict.[70]",2009,Asia,
1841,"Somali civil war (2009–present) – involved largely the forces of the Somali Somali Transitional Federal Government (TFG) assisted by African Union peacekeeping troops, whom fought against various militant Islamist factions for control of the country. The violence has displaced thousands of people residing in Mogadishu, the nation's capital. 1,739 people in total were killed between January 1, 2009, and January 1, 2010.[79]",2009,Africa,
1842,2009 Honduran coup d'état – The armed forces of the country entered the president's residence and overthrew president Manuel Zelaya. (see 2009 Honduran constitutional crisis).,2009,South America,
1843,North Korea successfully performed two nuclear tests in 2006 and 2009.,2009,Nuclear,
1844,"Barack Obama was sworn in as the 44th President of the United States in 2009, becoming the nation's first African American president.",2009,Politics,
1845,"February 7 – March 14, 2009 – The Black Saturday bushfires, the deadliest bushfires in Australian history, took place across the Australian state of Victoria during extreme bushfire-weather conditions, killing 173 people, injuring more than 500, and leaving around 7,500 homeless. The fires came after Melbourne recorded the highest-ever temperature (46.4 °C or 115.5 °F) of any capital city in Australia. The majority of the fires were caused by either fallen or clashing power lines, or arson.",2009,Natural Disaster,
1846,"Winter of 2009–2010 – The winter of 2009–2010 saw abnormally cold temperatures in Europe, Asia, and America. A total of 21 people were reported to have died as a result of the cold in the British Isles. On December 26, 2009, Saint Petersburg, Russia, was covered by 35 cm of snow, the largest December snowfall recorded in the city since 1881.",2009,Natural Disaster,
1847,"September 25–26, 2009 – Typhoon Ketsana (known in the Philippines as Tropical Storm Ondoy) caused flooding in the Philippines, mostly in the Manila Metropolitan area, killing nearly 700 people in total. Flooding levels reached a record of 20 ft (6.1 m) in rural areas.",2009,Natural Disaster,
1848,"The 2009 H1N1 (swine flu) flu pandemic was also considered a natural disaster. On October 25, 2009, U.S. President Barack Obama officially declared H1N1 a national emergency.[120] Despite President Obama's concern, a Fairleigh Dickinson University PublicMind poll found in October 2009 that an overwhelming majority of New Jerseyans (74%) were not very worried or not at all worried about contracting the H1N1 flu virus.[121]",2009,Health,
1849,"A study conducted in coordination with the University of Michigan Health Service is scheduled for publication in the December 2009 American Journal of Roentgenology warning that H1N1 flu can cause pulmonary embolism, surmised as a leading cause of death in this current pandemic. The study authors suggest physician evaluation via contrast enhanced CT scans for the presence of pulmonary emboli when caring for patients diagnosed with respiratory complications from a ""severe"" case of the H1N1 flu.[122]",2009,Health,
1850,"On February 12, 2009, Colgan Air Flight 3407 crashed on approach in Buffalo, New York, killing 50.",2009,Infrastructure,
1851,"On June 1, 2009, Air France Flight 447 crashed into the southern Atlantic Ocean after instrument failure disoriented the crew. All 228 people on board perished.",2009,Infrastructure,
1852,"On June 30, 2009, Yemenia Flight 626 crashed into the Indian Ocean near the Comoros islands. Of the 153 people on board, only 12-year-old Bahia Bakari survived.",2009,Infrastructure,
1853,"The world economy by nominal GDP almost doubled in size from U.S. $30.21 trillion in 1999 to U.S. $58.23 trillion in 2009. This figure is not adjusted for inflation. By PPP, world GDP rose 78%, according to the IMF. But inflation adjusted nominal GDP rose only 42%, according to IMF constant price growth rates.[142] The following figures are not inflation adjusted nominal GDP and should be interpreted with extreme caution:",2009,Economics,
1854,"China (U.S. $4.98 trillion) went from being the sixth largest to the third largest economy, and in 2009 contributed to 8.6% of the world's economy, up from 3.3% in 1999 by nominal price or a rise from 6.9% to 12.6% adjusted for purchasing power.",2009,Economics,
1855,"Germany (U.S. $3.35 trillion), France (U.S. $2.65 trillion), United Kingdom (U.S. $2.17 trillion) and Italy (U.S. $2.11 trillion) followed as the 4th, 5th, 6th and 7th largest economies, respectively in 2009.",2009,Economics,
1856,"The comparative rise of China, India, and other developing countries also contributed to their growing clout in international forums. In 2009, it was determined that the G20, originally a forum of finance ministers and central bank governors, would replace the G8 as the main economic council.",2009,Economics,
1857,"The euro has since become the second largest reserve currency and the second most traded currency in the world after the US$.[165] As of October 2009, with more than €790 billion in circulation, the euro was the currency with the highest combined value of banknotes and coins in circulation in the world, having surpassed the US$.[note 1]",2009,Economics,
1858,2009 – Discovery of Ardipithecus ramidus' a species of Hominin classified as an australopithecine of the genus Ardipithecus. A. kadabba was considered to be a subspecies of A. ramidus until 2004.,2009,Science  ,
1859,"2009 – Launch of the Human Connectome Project to build a network map that will shed light on the anatomical and functional connectivity within the healthy human brain, as well as to produce a body of data that will facilitate research into brain disorders.",2009,Science  ,
1860,"2009 – A new strain of H1N1 virus first detected in Mexico spread to the world, resulting in the 2009 swine flu pandemic.",2009,Science  ,
1861,"2009 – After having analyzed the data from the LCROSS lunar impact, in 2009 NASA announced that the discovery of a ""significant"" quantity of water in the Moon's Cabeus crater.[172][173]",2009,NASA,
1862,"2009 – Astrophysicists studying the universe confirm its age at 13.7 billion years,[174] discover that it will most likely expand forever without limit, and conclude that only 4% of the universe's contents are ordinary matter (the other 96% being still-mysterious dark matter, dark energy, and dark flow).",2009,NASA,
1863,"In 2009, Tesco (a British multinational grocery and general merchandise retailer) opened its first UK branch at which service robots were the only option at the checkout, in Kingsley, Northampton – its US chain, Fresh & Easy, already operates several branches like this.[191]",2009,Technology,
1864,"September 7, 2009, an EU watchdog warns of an ""alarming increase"" in cash machine fraud by organised criminal gangs across Europe using sophisticated skimming technology, together with an explosion in ram-raiding attacks on ATMs.",2009,Technology,
1865,"HSL-Zuid opened in 2009, linking Amsterdam to the European high-speed network for the first time.[",2009,Infrastructure,
1866,"November 2009 – Minaret controversy in Switzerland: A referendum, a constitutional amendment banning the construction of new Mosque minarets was approved, sparking reactions from governments and political parties throughout of the world.",2009,Religion,
1867,"2009 – In Pope Benedict XVI's third encyclical Caritas in Veritate, he warns that a purely technocrat mindset where decisions are made only on grounds of efficiency will not deliver true development. Technical decisions must not be divorced from ethics. Benedict discusses bioethics and states that practices such as abortion, eugenics and euthanasia are morally hazardous and that accepting them can lead to greater tolerance for various forms of moral degradation. He turns to another consequence of the technocratic mindset, the viewing of people's personalities in purely psychological terms at the exclusion of the spiritual, which he says can lead to people feeling empty and abandoned even in prosperous societies.",2009,Religion,
1868,"The number of antidepressants prescribed by the NHS in the United Kingdom almost doubled during one decade, authorities reported in 2010. In 2009, 39.1 million prescriptions for drugs to tackle depression were issued in England, compared with 20.1 million issued in 1999.[230]",2009,Health,
1869,A 2009 study found a 30% increase in Chinese diabetes over 7 years.[243],2009,Health,
1870,"Under the auspices of The UN Convention on Climate Change the Kyoto Protocol (aimed at combating global warming) entered into force on February 16, 2005. As of November 2009, 187 states have signed and ratified the protocol.[252] In addition The UN Convention on Climate Change helped coordinate the efforts of the international community to fight potentially disastrous effects of human activity on the planet and launched negotiations to set an ambitious program of carbon emission reduction that began in 2007 with the Bali Road Map. However, the representatives of the then 192 member countries of the United Nations gathered in December 2009 for the Copenhagen Conference failed to reach a binding agreement to reduce carbon emissions because of divisions between regional areas.",2009,Infrastructure,
1871,"December 9, 2009 – when the most expensive drawing by an Old Master ever, was sold in an auction. Titled 'Head of a Muse' by Raphael; costing £29,200,000 ($47,788,400), at Christie's, London, UK.",2009,Cultural,
1872,"The Deepwater Horizon oil rig in the Gulf of Mexico explodes, spilling millions of gallons of oil into the sea. The spill becomes the worst oil spill in American history.",2010,Infrastructure,
1873,"In the 2010 Midterm elections, the Republicans retake the House of Representatives as the Democrats lose 63 seats.[1]",2010,Politics,
1874,"In India, Naxalite–Maoist insurgency (1967–present) has grown alarmingly with attacks such as April 2010 Maoist attack in Dantewada, Jnaneswari Express train derailment, and Rafiganj train disaster. Naxalites are a group of far-left radical communists, supportive of Maoist political sentiment and ideology. It is presently the longest continuously active conflict worldwide. In 2006 Prime Minister Manmohan Singh called the Naxalites ""The single biggest internal security challenge ever faced by our country.""[65] In 2009, he said the country was ""losing the battle against Maoist rebels"".[66] According to standard definitions the Naxalite–Maoist insurgency is an ongoing conflict[67] between Maoist groups, known as Naxalites or Naxals, and the Indian government.[65] On April 6, 2010, Maoist rebels killed 75 security forces in a jungle ambush in central India in the worst-ever massacre of security forces by the insurgents. On the same day, Gopal, a top Maoist leader, said the attack was a ""direct consequence"" of the government's Operation Green Hunt offensive. This raised some voices of use of Indian Air Force against Naxalites, which were, however, declined, citing ""We can't use oppressive force against our own people"".[68]",2010,Asia,
1875,"As of May 30, 2010, as stated by the World Health Organization, more than 214 countries and overseas territories or communities have reported laboratory confirmed cases of pandemic influenza H1N1 2009, including over 18,138 deaths.[123]",2010,Health,
1876,"Taipei 101 became the tallest building in the world ever built after it officially opened on December 31, 2004, a record it held until the opening of the Burj Khalifa (Formerly known as Burj Dubai) in January 2010, standing at 828 m (2,717 ft).",2010,Cultural,
1877,"The 2010 Nagorno-Karabakh clashes were a series of exchanges of gunfire that took place on February 18 on the line of contact dividing Azerbaijani and the Karabakh Armenian military forces. As a result, three Azerbaijani soldiers were killed and one wounded.[16] Both sides suffered more casualties in the 2010 Mardakert clashes, the 2012 border clashes, and the 2014 clashes.",2010,Armenia ,
1878,"Manmohan Singh's second ministry government faced a number of corruption charges over the organisation of the 2010 Commonwealth Games, the 2G spectrum allocation case and the allocation of coal blocks. After his term ended in 2014 he opted out from the race for the office of the Prime Minister of India during the 2014 Indian general election.[113] Modi led the BJP in the 2014 general election which gave the party a majority in the lower house of Indian parliament, the Lok Sabha, the first time for any single party since 1984. Under Modi's tenure, India has experienced democratic backsliding.[114][115][b] Following his party's victory in the 2019 general election, his administration revoked the special status of Jammu and Kashmir, introduced the Citizenship Amendment Act and three controversial farm laws, which prompted widespread protests and sit-ins across the country, resulting in a formal repeal of the latter. Described as engineering a political realignment towards right-wing politics, Modi became a figure of controversy domestically and internationally over his Hindu nationalist beliefs and his handling of the 2002 Gujarat riots, cited as evidence of an exclusionary social agenda.",2010,Asia,
1879,"Nursultan Nazarbayev was given the title Elbasy (meaning ""Leader of the Nation"")[128] on 14 June 2010.[129] In the same year, he announced reforms to encourage a multi-party system in an attempt to counter the ruling Nur Otan's one-party control of the lower house Mazhilis from 2007. This led to the reinstatement of various parties in Parliament following the 2012 legislative elections, although having little influence and opposition as the parties supported and voted with the government while Nur Otan still had dominant-party control of the Mazhilis.",2010,Europe,
1880,"Some have referred to the succeeding and still ongoing conflicts as the Arab Winter.[148][149][150][151][152] As of May 2018, only the uprising in Tunisia has resulted in a transition to constitutional democratic governance.[147] Recent uprisings in Sudan and Algeria show that the conditions that started the Arab Spring have not faded and political movements against authoritarianism and exploitation are still occurring.[154] In 2019, multiple uprisings and protest movements in Algeria, Sudan, Iraq, Lebanon, and Egypt have been seen as a continuation of the Arab Spring.[155][156]",2010,Middle East,
1881,"Europe began registering increased numbers of refugee arrivals in 2010 due to a confluence of conflicts in parts of the Middle East, Asia and Africa, particularly the wars in Syria, Iraq and Afghanistan, but also terrorist insurgencies in Nigeria and Pakistan, and long-running human rights abuses in Eritrea, all contributing to refugee flows.[178] Many millions initially sought refuge in comparatively stable countries near their origin, but while these countries were largely free of war, living conditions for refugees were often very poor. In Turkey, many were not permitted to work; in Jordan and Lebanon which hosted millions of Syrian refugees,[179] large numbers were confined to squalid refugee camps.[178][180] As it became clear that the wars in their home countries would not end in the foreseeable future, many increasingly wished to settle permanently elsewhere. In addition, starting in 2014, Lebanon, Jordan and Egypt stopped accepting Syrian asylum seekers. Together these events caused a surge in people fleeing to Europe in 2015.[",2010,Africa,
1882,"Representative Gabrielle Giffords is severely wounded in an assassination attempt when a gunman went on a shooting spree, killing federal judge John Roll and five other people, and wounding at least 13 others, at an event Giffords was hosting in suburban Tucson, Arizona.[2]",2011,Gun Violence,
1883,"The ATF gunwalking scandal emerged, wherein thousands of guns were allowed to ""walk"" through interdiction to Mexico, supposedly to aid in the capture of criminals.",2011,Gun Violence,
1884,"A series of tornadoes cause heavy damage in the South, Alabama being the hardest hit. 324 people are killed in the deadliest American natural disaster since Hurricane Katrina.",2011,Natural Disaster,
1885,"Osama bin Laden, leader of al-Qaeda and mastermind of the September 11 attacks, is killed in Abbottabad, Pakistan, by U.S. Navy SEALs.[3]",2011,Middle East,
1886,Flooding devastates the Mississippi River valley causing $2 to $4 billion in damage.,2011,Natural Disaster,
1887,"A tornado devastates Joplin, Missouri, killing 158 and injuring over 1,000,[4] making it the deadliest single U.S. tornado since the advent of modern weather forecasting",2011,Natural Disaster,
1888,"Casey Marie Anthony is acquitted of all charges related to her death of her daughter, Caylee; she was convicted of four counts of providing false information to a law enforcement officer. She was released a week later because of credit for time served.",2011,Cultural,
1889,"STS-135: The Space Shuttle Atlantis touches down at the Shuttle Landing Facility at Kennedy Space Center, ending the 30-year shuttle program, which began with the launch of Space Shuttle Columbia on April 12, 1981.",2011,NASA,
1890,"In early 2011, a civil war broke out in the context of the wider ""Arab Spring"". The anti-Gaddafi forces formed a committee named the National Transitional Council, on 27 February 2011. It was meant to act as an interim authority in the rebel-controlled areas. After the government began to roll back the rebels and a number of atrocities were committed by both sides,[5][6][7][8][9] a multinational coalition led by NATO forces intervened on 21 March 2011, with the stated intention to protect civilians against attacks by the government's forces.[10] Shortly thereafter, the International Criminal Court issued an arrest warrant against Gaddafi and his entourage on 27 June 2011. Gaddafi was ousted from power in the wake of the fall of Tripoli to the rebel forces on 20 August 2011, although pockets of resistance held by forces loyal to Gaddafi's government held out for another two months, especially in Gaddafi's hometown of Sirte, which he declared the new capital of Libya on 1 September 2011.[11] His Jamahiriya regime came to an end the following month, culminating on 20 October 2011 with Sirte's capture, NATO airstrikes against Gaddafi's escape convoy, and his killing by rebel fighters.[",2011,Middle East,
1891,"The 2011 Armenian protests were a series of civil demonstrations aimed at provoking political reforms and concessions from both the government of Armenia and the civic government of Yerevan, its capital and largest city. Protesters demanded President Serzh Sargsyan release political prisoners, prosecute those responsible for the deaths of opposition activists after the 2008 presidential election and institute democratic and socioeconomic reforms, including the right to organise in Freedom Square in downtown Yerevan. They also protested against Yerevan Mayor Karen Karapetyan for banning the opposition from Freedom Square and barring vendors and traders from the city streets.",2011,Armenia ,
1892,"The 2011 Azerbaijani protests were a series of demonstrations held to protest the government of President Ilham Aliyev. Common themes espoused by demonstrators, many of whom were affiliated with Müsavat and the Popular Front Party, the main opposition parties in Azerbaijan, included doubts as to the legitimacy of the 2008 presidential election, desire for the release of political prisoners, calls for democratic reforms, and demands that Aliyev and his government resign from power. Azerbaijani authorities responded with a security crackdown, dispersing protests and curtailing attempts to gather with force and numerous arrests.",2011,Europe,
1893,"The Zhanaozen massacre took place in Kazakhstan's western Mangystau Region over the weekend of 16–17 December 2011. At least 14 protestors were killed by police in the oil town of Zhanaozen as they clashed with police on the country's Independence Day,[130] with unrest spreading to other towns in the oil-rich oblys, or region.[131]",2011,Europe,
1894,"The 2011–2015 Myanmar political reforms were a series of political, economic and administrative reforms in Myanmar undertaken by the military-backed government. These reforms include the release of pro-democracy leader Aung San Suu Kyi from house arrest and subsequent dialogues with her, establishment of the National Human Rights Commission, general amnesties of more than 200 political prisoners, institution of new labour laws that allow labour unions and strikes, relaxation of press censorship, and regulations of currency practices.[132] As a consequence of the reforms, ASEAN has approved Myanmar's bid for the chairmanship in 2014.",2011,Asia,
1895,"Ireland – February 2011 – After a high deficit in the government's budget in 2010 and the uncertainty surrounding the proposed bailout from the International Monetary Fund, the 30th Dáil (parliament) collapsed the following year, which led to a subsequent general election, collapse of the preceding government parties, Fianna Fáil and the Green Party, the resignation of the Taoiseach Brian Cowen and the rise of the Fine Gael party, which formed a government alongside the Labour Party in the 31st Dáil, which led to a change of government and the appointment of Enda Kenny as Taoiseach.",2011,Ireland,
1896,"Portugal – March 2011 – Following the failure of parliament to adopt the government austerity measures, PM José Sócrates and his government resigned, bringing about early elections in June 2011.[157][158]",2011,Europe,
1897,Finland – April 2011 – The approach to the Portuguese bailout and the EFSF dominated the April 2011 election debate and formation of the subsequent government.[159][160],2011,Europe,
1898,"Spain – July 2011 – Following the failure of the Spanish government to handle the economic situation, PM José Luis Rodríguez Zapatero announced early elections in November.[161] ""It is convenient to hold elections this fall so a new government can take charge of the economy in 2012, fresh from the balloting,"" he said.[162] Following the elections, Mariano Rajoy became PM.",2011,Europe,
1899,"Slovenia – September 2011 – Following the failure of June referendums on measures to combat the economic crisis and the departure of coalition partners, the Borut Pahor government lost a motion of confidence and December 2011 early elections were set, following which Janez Janša became PM.[163] After a year of rigorous saving measures, and also due to continuous opening of ideological question, the centre-right government of Janez Janša was ousted on 27 February 2013 by nomination of Alenka Bratušek as the PM-designated of a new centre-left coalition government.[164]",2011,Europe,
1900,"Slovakia – October 2011 – In return for the approval of the EFSF by her coalition partners, PM Iveta Radičová had to concede early elections in March 2012, following which Robert Fico became PM.",2011,Europe,
1901,"Italy – November 2011 – Following market pressure on government bond prices in response to concerns about levels of debt, the right-wing cabinet, of the long-time Prime Minister Silvio Berlusconi, lost its majority: Berlusconi resigned on 12 November and four days later was replaced by the technocratic government of Mario Monti.[165]",2011,Economics,
